Part Number,Collection,Color,Action,Details,Result
CUSHTH18-SRB-AM-SAD,CUSHTH18,Sail Away Denim,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH18-SRB-AM-PSN,CUSHTH18,Play Snow,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH18-SRB-AM-SAJ,CUSHTH18,Sail Away Java,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH18-SRB-AM-SAS,CUSHTH18,Sail Away Sunflower,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH18-SC,CUSHTH18,Spectrum Cilantro,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH18-SD,CUSHTH18,Spectrum Dove,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH18-CR,CUSHTH18,Spectrum Cherry,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH18-CD,CUSHTH18,Spectrum Denim,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH18-SI,CUSHTH18,Spectrum Indigo,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH18-SM,CUSHTH18,Spectrum Mushroom,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH18-SAM,CUSHTH18,Samuel Meadows,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH20-SRB-AM-ASC,CUSHTH20,Assemble Clay,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH20-SRB-AM-ASA,CUSHTH20,Assemble Sand,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH20-SRB-AM-CPM,CUSHTH20,Canvas Persimmon,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH20-SRB-AM-CLH,CUSHTH20,Canvas Lichen,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH20-CSS,CUSHTH20,Canvas Seasalt,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH20-CFN,CUSHTH20,Canvas Fern,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH20-MBB,CUSHTH20,Mira Bluebell,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH20-CSY,CUSHTH20,Canvas Sunflower Yellow,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH20-SRB-AM-SG,CUSHTH20,Cast Sage,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH20-SRB-AM-PLM,CUSHTH20,Play Mocha,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH20-MLY,CUSHTH20,Mira Sunshine,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH20-SRB-AM-PCA,CUSHTH20,Play Cameo,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH20-PLA,CUSHTH20,Play Adobe,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH20-SRB-AM-PSK,CUSHTH20,Play Sky,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH20-SRB-AM-PSN,CUSHTH20,Play Snow,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH20-SRB-AM-SAJ,CUSHTH20,Sail Away Java,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH20-SRB-AM-SAD,CUSHTH20,Sail Away Denim,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH20-SRB-JM-UC,CUSHTH20,Unwind Cameo,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH20-SRB-JM-SAA,CUSHTH20,Sail Away Aloe,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH20-UR,CUSHTH20,Unwind Rainwashed,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH20-SRB-JM-UD,CUSHTH20,Unwind Driftwood,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH20-TS,CUSHTH20,Tranquil Sage,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH20-US,CUSHTH20,Unwind Sky,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH24-SRB-AM-CLH,CUSHTH24,Canvas Lichen,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH24-SRB-AM-ASA,CUSHTH24,Assemble Sand,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH24-SRB-AM-ASC,CUSHTH24,Assemble Clay,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH24-SRB-AM-CPM,CUSHTH24,Canvas Persimmon,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH24-CSY,CUSHTH24,Canvas Sunflower Yellow,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH24-SRB-AM-SG,CUSHTH24,Cast Sage,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH24-SRB-AM-CSS,CUSHTH24,Canvas Seasalt,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH24-CFN,CUSHTH24,Canvas Fern,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH24-PLA,CUSHTH24,Play Adobe,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH24-SRB-AM-PSK,CUSHTH24,Play Sky,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH24-SRB-AM-PLM,CUSHTH24,Play Mocha,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH24-SRB-AM-PSN,CUSHTH24,Play Snow,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH24-SRB-AM-SAD,CUSHTH24,Sail Away Denim,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH24-SRB-AM-SAS,CUSHTH24,Sail Away Sunflower,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH24-SRB-AM-PCA,CUSHTH24,Play Cameo,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTHK2013-SRB-AM-ASC,CUSHTHK2013,Assemble Clay,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTHK2013-SRB-AM-AB,CUSHTHK2013,Canvas Antique Beige,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH24-SRB-AM-SAJ,CUSHTH24,Sail Away Java,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTHK2013-SRB-AM-CB,CUSHTHK2013,Canvas Air Blue,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTHK2013-SRB-AM-ASA,CUSHTHK2013,Assemble Sand,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH20-SAS,CUSHTH20,Sail Away Sunflower,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTHK2013-SRB-AM-CG,CUSHTHK2013,Canvas Granite,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTHK2013-SRB-AM-HE,CUSHTHK2013,Canvas Heather Beige,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTHK2013-SRB-AM-CPM,CUSHTHK2013,Canvas Persimmon,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTHK2013-SRB-AM-JR,CUSHTHK2013,Canvas Jockey Red,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTHK2013-SRB-AM-CN,CUSHTHK2013,Canvas Natural,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTHK2013-SRB-AM-CV,CUSHTHK2013,Canvas Navy,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTHK2013-CSS,CUSHTHK2013,Canvas Seasalt,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTHK2013-SRB-AM-SG,CUSHTHK2013,Cast Sage,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTHK2013-SRB-AM-BR,CUSHTHK2013,Cast Breeze,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTHK2013-SRB-JM-ES,CUSHTHK2013,Expressive Sparrow,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTHK2013-MBB,CUSHTHK2013,Mira Bluebell,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTHK2013-SRB-JM-EM,CUSHTHK2013,Expressive Mist,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTHK2013-SRB-AM-SH,CUSHTHK2013,Cast Shale,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTHK2013-SRB-JM-EB,CUSHTHK2013,Expressive Blush,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTHK2013-SRB-AM-PLM,CUSHTHK2013,Play Mocha,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTHK2013-SRB-AM-PSK,CUSHTHK2013,Play Sky,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTHK2013-MLY,CUSHTHK2013,Mira Sunshine,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTHK2013-SRB-AM-PSN,CUSHTHK2013,Play Snow,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTHK2013-SRB-AM-SAD,CUSHTHK2013,Sail Away Denim,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTHK2013-SRB-AM-PLC,CUSHTHK2013,Play Camel,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTHK2013-SRB-JM-SAA,CUSHTHK2013,Sail Away Aloe,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTHK2013-SRB-AM-SAJ,CUSHTHK2013,Sail Away Java,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTHK2013-SRB-AM-SI,CUSHTHK2013,Spectrum Indigo,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTHK2013-SRB-AM-CD,CUSHTHK2013,Spectrum Denim,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTHK2013-SRB-AM-SC,CUSHTHK2013,Spectrum Cilantro,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTHK2013-TS,CUSHTHK2013,Tranquil Sage,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTHK2013-US,CUSHTHK2013,Unwind Sky,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTHK2013-SRB-JM-UC,CUSHTHK2013,Unwind Cameo,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTHK2013-SRB-AM-SM,CUSHTHK2013,Spectrum Mushroom,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTHK2013-UR,CUSHTHK2013,Unwind Rainwashed,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTHK2013-SRB-JM-UD,CUSHTHK2013,Unwind Driftwood,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTHK2013-SRB-AM-OC,CUSHTHK2013,Cast Ocean,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTHK2013-SRB-AM-CH,CUSHTHK2013,Cast Horizon,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTHK2013-SAS,CUSHTHK2013,Sail Away Sunflower,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHBOL207-SSG,CUSHBOL207,Solana Seagull,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH20-SSG,CUSHTH20,Solana Seagull,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTHK2013-SSG,CUSHTHK2013,Solana Seagull,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHBOL207-SRB-BL-RSS,CUSHBOL207,Refuge Sunshine,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH16-SRB-AM-RSS,CUSHTH16,Refuge Sunshine,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH18-SRB-AM-RSS,CUSHTH18,Refuge Sunshine,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH20-SRB-AM-RSS,CUSHTH20,Refuge Sunshine,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTH24-SRB-AM-RSS,CUSHTH24,Refuge Sunshine,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSHTHK2013-SRB-BL-RSS,CUSHTHK2013,Refuge Sunshine,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH2713S-BM,CUSH2713S,Bliss Smoke,URL_CHANGE,old=5 new=5 del_thumbs=2,OK
CUSH2713S-BL,CUSH2713S,Bliss Linen,URL_CHANGE,old=5 new=5 del_thumbs=2,OK
CUSH2713S-AS,CUSH2713S,Cast Ash,URL_CHANGE,old=5 new=5 del_thumbs=2,OK
CUSH3717B-CFN,CUSH3717B,Canvas Fern,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH3717B-CF,CUSH3717B,Canvas Flax,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH3717B-JR,CUSH3717B,Canvas Jockey Red,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH3717B-CL,CUSH3717B,Cabana Classic,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH3717B-HE,CUSH3717B,Canvas Heather Beige,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH3717B-RE,CUSH3717B,Cabana Regatta,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH3717B-CN,CUSH3717B,Canvas Natural,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH3717B-AR,CUSH3717B,Canvas Aruba,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH3717B-CW,CUSH3717B,Canvas White,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH3717B-CLC,CUSH3717B,Cloud Out Cloud,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH3717B-SV,CUSH3717B,Cast Silver,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH3717B-EM,CUSH3717B,Expressive Mist,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH3717B-LDI,CUSH3717B,Lido Indigo,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH3717B-RC,CUSH3717B,Refuge Coral,URL_CHANGE,old=5 new=5 del_thumbs=2,OK
CUSH3717B-RI,CUSH3717B,Refuge Indigo,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH3717B-DL,CUSH3717B,Dupione Latte,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH3717B-RG,CUSH3717B,Refuge Garden,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH3717B-RO,CUSH3717B,Refuge Ocean,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH3717B-RHA,CUSH3717B,Relate Harbor,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH3717B-SI,CUSH3717B,Spectrum Indigo,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH3717B-SR,CUSH3717B,Shore Classic,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH4818B-CLC,CUSH4818B,Cloud Out Cloud,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH4818B-CN,CUSH4818B,Canvas Natural,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH4818B-DL,CUSH4818B,Dupione Latte,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH4818B-HE,CUSH4818B,Canvas Heather Beige,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH4818B-EM,CUSH4818B,Expressive Mist,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH4818B-LDI,CUSH4818B,Lido Indigo,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH4818B-RC,CUSH4818B,Refuge Coral,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH4818B-RI,CUSH4818B,Refuge Indigo,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH4818B-RG,CUSH4818B,Refuge Garden,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH4818B-RHA,CUSH4818B,Relate Harbor,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH4818B-RO,CUSH4818B,Refuge Ocean,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH4818B-SR,CUSH4818B,Shore Classic,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH5619B-CL,CUSH5619B,Cabana Classic,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH5619B-RE,CUSH5619B,Cabana Regatta,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH5619B-AR,CUSH5619B,Canvas Aruba,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH5619B-BK,CUSH5619B,Canvas Black,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH5619B-CFN,CUSH5619B,Canvas Fern,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH5619B-HE,CUSH5619B,Canvas Heather Beige,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH5619B-CF,CUSH5619B,Canvas Flax,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH5619B-CN,CUSH5619B,Canvas Natural,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH3717B-BK,CUSH3717B,Canvas Black,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH5619B-JR,CUSH5619B,Canvas Jockey Red,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH5619B-CW,CUSH5619B,Canvas White,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH5619B-CLC,CUSH5619B,Cloud Out Cloud,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH5619B-SV,CUSH5619B,Cast Silver,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH5619B-DL,CUSH5619B,Dupione Latte,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH5619B-EM,CUSH5619B,Expressive Mist,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH5619B-RC,CUSH5619B,Refuge Coral,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH5619B-RG,CUSH5619B,Refuge Garden,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH5619B-RI,CUSH5619B,Refuge Indigo,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH5619B-LDI,CUSH5619B,Lido Indigo,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH5619B-RO,CUSH5619B,Refuge Ocean,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH5619B-SR,CUSH5619B,Shore Classic,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH5619B-RHA,CUSH5619B,Relate Harbor,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH5619B-SI,CUSH5619B,Spectrum Indigo,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH4017B-CL,CUSH4017B,Cabana Classic,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH4017B-RE,CUSH4017B,Cabana Regatta,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH4017B-CFN,CUSH4017B,Canvas Fern,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH4017B-BK,CUSH4017B,Canvas Black,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH4017B-JR,CUSH4017B,Canvas Jockey Red,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH4017B-CF,CUSH4017B,Canvas Flax,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH4017B-HE,CUSH4017B,Canvas Heather Beige,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH4017B-CN,CUSH4017B,Canvas Natural,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH4017B-AR,CUSH4017B,Canvas Aruba,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH4017B-CW,CUSH4017B,Canvas White,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH4017B-SV,CUSH4017B,Cast Silver,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH4017B-CLC,CUSH4017B,Cloud Out Cloud,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH4017B-DL,CUSH4017B,Dupione Latte,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH4017B-LDI,CUSH4017B,Lido Indigo,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH4017B-EM,CUSH4017B,Expressive Mist,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH4017B-RI,CUSH4017B,Refuge Indigo,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH4017B-RC,CUSH4017B,Refuge Coral,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH4017B-RG,CUSH4017B,Refuge Garden,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH4017B-RO,CUSH4017B,Refuge Ocean,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH4017B-RHA,CUSH4017B,Relate Harbor,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH4017B-SR,CUSH4017B,Shore Classic,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH4017B-SI,CUSH4017B,Spectrum Indigo,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH4818B-CL,CUSH4818B,Cabana Classic,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH4818B-AR,CUSH4818B,Canvas Aruba,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH4818B-RE,CUSH4818B,Cabana Regatta,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH4818B-CFN,CUSH4818B,Canvas Fern,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH4818B-BK,CUSH4818B,Canvas Black,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH4818B-JR,CUSH4818B,Canvas Jockey Red,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH4818B-CF,CUSH4818B,Canvas Flax,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH4818B-SV,CUSH4818B,Cast Silver,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH4818B-CW,CUSH4818B,Canvas White,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH4818B-SI,CUSH4818B,Spectrum Indigo,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH3717B-CAL,CUSH3717B,Calm Laurel,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH4017B-CAL,CUSH4017B,Calm Laurel,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH4818B-CAL,CUSH4818B,Calm Laurel,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH5619B-CAL,CUSH5619B,Calm Laurel,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH261C-CB,CUSH261C,Canvas Air Blue,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH261C-AB,CUSH261C,Canvas Antique Beige,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH261C-BK,CUSH261C,Canvas Black,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH261C-CN,CUSH261C,Canvas Natural,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH261C-CG,CUSH261C,Canvas Granite,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH261C-CA,CUSH261C,Canvas Canvas,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH261C-JR,CUSH261C,Canvas Jockey Red,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH261C-CFN,CUSH261C,Canvas Fern,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH261C-HE,CUSH261C,Canvas Heather Beige,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH261C-BD,CUSH261C,Bliss Dew,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH261C-CS,CUSH261C,Canvas Spa,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH261C-CSS,CUSH261C,Canvas Seasalt,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH261C-CT,CUSH261C,Canvas Tangerine,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH261C-CV,CUSH261C,Canvas Navy,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH261C-CW,CUSH261C,Canvas White,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH261C-AS,CUSH261C,Cast Ash,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH261C-CH,CUSH261C,Cast Horizon,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH261C-OC,CUSH261C,Cast Ocean,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH261C-BR,CUSH261C,Cast Breeze,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH261C-SH,CUSH261C,Cast Shale,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH261C-SV,CUSH261C,Cast Silver,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH261C-MBB,CUSH261C,Mira Bluebell,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH261C-MCE,CUSH261C,Mira Celeste,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH261C-MSS,CUSH261C,Mira Sunshine,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH261C-SAS,CUSH261C,Sail Away Sunflower,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH261C-SSG,CUSH261C,Solana Seagull,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH261C-PMU,CUSH261C,Play Mushroom,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH261C-CD,CUSH261C,Spectrum Denim,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH261C-SD,CUSH261C,Spectrum Dove,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH261C-SM,CUSH261C,Spectrum Mushroom,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH261C-SI,CUSH261C,Spectrum Indigo,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH261C-TSA,CUSH261C,Tranquil Sage,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH261C-SC,CUSH261C,Spectrum Cilantro,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH261C-UR,CUSH261C,Unwind Rainwashed,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH261C-US,CUSH261C,Unwind Sky,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH260C-CSS,CUSH260C,Canvas Seasalt,URL_CHANGE,old=5 new=5 del_thumbs=5,OK
CUSH260C-AB,CUSH260C,Canvas Antique Beige,URL_CHANGE,old=5 new=1 del_thumbs=5,OK
CUSH260C-CG,CUSH260C,Canvas Granite,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH260C-CN,CUSH260C,Canvas Natural,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH260C-CV,CUSH260C,Canvas Navy,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH260C-AS,CUSH260C,Cast Ash,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
CUSH260C-CD,CUSH260C,Spectrum Denim,URL_CHANGE,old=5 new=5 del_thumbs=1,OK
